a	O
year	O
before	O
due	O
to	O
my	O
complaints	O
instead	O
of	O
blaming	O
it	O
on	O
my	O
age	O
.	O

doctor	O
did	O
not	O
test	O
enzimes	O
or	O
sedementation	O
rate	O
.	O

sedimentation	O
rate	O
important	O
norm	O
1	O
to	O
20	O
mine	O
was	O
several	O
hundred	O
or	O
more	O
.	O

been	O
off	O
drug	O
for	O
almost	O
5	O
months	O
muscel	B-Disease
pain	I-Disease
is	O
gone	O
strength	O
has	O
recovered	O
to	O
25	O
percent	O
of	O
normal	O
,	O
fatigue	B-Disease
and	O
vertigo	B-Disease
have	O
lifted	O
,	O
cq10	B-Drug
may	O
have	O
helped	O
.	O

plus	O
saw	B-Drug
palmetto	I-Drug
,	O
fish	B-Drug
oils	I-Drug
,	O
south	O
beach	O
diet	O
,	O
hydration	O
but	O
stil	O
a	O
long	O
way	O
from	O
all	O
clear	O
,	O
mental	O
strength	O
improving	O
first	O
,	O
but	O
body	O
is	O
still	O
racked	O
,	O
depression	B-Disease
has	O
left	O
but	O
still	O
resting	O
when	O
i	O
can	O
and	O
still	O
feeling	B-Disease
extremely	I-Disease
vulnerable	I-Disease
.	O

Extreme	B-Disease
muscle	I-Disease
problems	I-Disease
and	O
joint	B-Disease
pain	I-Disease
.	O

In	O
only	O
one	O
day	O
of	O
taking	O
lipitor	B-Drug
I	O
nearly	O
died	O
.	O

I	O
was	O
45	O
years	O
old	O
when	O
I	O
took	O
lipitor	B-Drug
.	O

Terrible	O
mistake	O
.	O

My	O
son	O
almost	O
died	O
after	O
taking	O
lipitor	B-Drug
for	O
two	O
months	O
.	O

His	O
liver	B-Disease
was	I-Disease
functioning	I-Disease
at	I-Disease
only	I-Disease
50	I-Disease
%	I-Disease
and	O
he	O
was	O
saved	O
by	O
being	O
admitted	O
into	O
the	O
hospital	O
for	O
3	O
days	O
.	O

His	O
cholestrol	B-Disease
went	I-Disease
up	I-Disease
dramatically	I-Disease
not	O
down	O
.	O

A	O
few	O
year	O
ago	O
I	O
found	O
a	O
book	O
,	O
The	O
New	O
8	O
-	O
week	O
Cholesterol	O
Cure	O
by	O
Robert	O
Kowalski	O
,	O
a	O
trained	O
medical	O
journalist	O
who	O
knew	O
where	O
to	O
source	O
all	O
the	O
studies	O
.	O

I	O
followed	O
the	O
recommendations	O
and	O
brought	O
my	O
cholesterol	O
down	O
25	O
%	O
to	O
a	O
healthy	O
level	O
.	O

When	O
my	O
routine	O
was	O
disrupted	O
and	O
I	O
didn	O
'	O
t	O
have	O
access	O
to	O
my	O
books	O
my	O
cholesterol	O
went	O
up	O
again	O
.	O

Here	O
'	O
s	O
a	O
link	O
to	O
information	O
about	O
the	O
book	O
.	O

www	O
.	O
endur	O
.	O
com	O
/	O
index	O
.	O
cfm	O
?	O
fuseaction	O
=	O
products	O
.	O
displayproduct	O
&	O
id	O
=	O
46	O
Hope	O
this	O
helps	O
.	O

If	O
it	O
doesn	O
'	O
t	O
just	O
Google	O
the	O
book	O
'	O
s	O
title	O
.	O

I	O
started	O
taking	O
Lipitor	B-Drug
in	O
December	O
2009	O
and	O
stopped	O
after	O
4	O
months	O
.	O

During	O
this	O
time	O
I	O
experienced	O
extreme	B-Disease
pain	I-Disease
in	I-Disease
both	I-Disease
shoulders	I-Disease
,	O
sometimes	O
in	O
the	O
neck	O
also	O
,	O
causing	O
me	O
to	O
wake	O
several	O
times	O
each	O
night	O
.	O

Pain	B-Disease
was	I-Disease
worse	I-Disease
in	O
the	O
morning	O
but	O
rarely	O
went	O
away	O
completely	O
during	O
the	O
day	O
.	O

Most	O
mornings	O
it	O
was	O
impossible	O
to	O
wash	O
my	O
hair	O
in	O
the	O
shower	O
as	O
I	O
was	O
unable	B-Disease
to	I-Disease
reach	I-Disease
the	I-Disease
top	I-Disease
of	I-Disease
my	I-Disease
head	I-Disease
with	I-Disease
my	I-Disease
hands	I-Disease
.	O

Pain	B-Disease
and	O
restricted	B-Disease
movement	I-Disease
often	O
prevented	O
me	O
from	O
putting	O
on	O
shoes	O
and	O
socks	O
without	O
assistance	O
.	O

In	O
January	O
this	O
year	O
I	O
started	O
experiencing	O
discomfort	B-Disease
in	I-Disease
my	I-Disease
left	I-Disease
hand	I-Disease
for	O
the	O
first	O
time	O
.	O

Now	O
in	O
both	O
hands	O
,	O
the	O
pain	B-Disease
has	O
increased	O
,	O
fingers	B-Disease
are	I-Disease
swollen	I-Disease
and	O
movement	B-Disease
is	I-Disease
restricted	I-Disease
.	O

My	O
wife	O
tells	O
me	O
my	O
hands	B-Disease
are	I-Disease
warm	I-Disease
to	I-Disease
touch	I-Disease
.	O

The	O
mornings	O
are	O
worse	O
when	O
they	O
hurt	O
the	O
most	O
,	O
movement	B-Disease
is	I-Disease
restricted	I-Disease
and	I-Disease
it	I-Disease
is	I-Disease
impossible	I-Disease
to	I-Disease
make	I-Disease
a	I-Disease
fist	I-Disease
.	O

Ice	O
and	O
ibruprofen	B-Drug
gel	I-Drug
help	O
but	O
only	O
for	O
a	O
short	O
while	O
.	O

I	O
have	O
been	O
taking	O
400	O
mg	O
Ibruprofen	B-Drug
3	O
times	O
daily	O
for	O
a	O
couple	O
of	O
weeks	O
on	O
my	O
doctors	O
advice	O
without	O
.	O

This	O
drug	O
is	O
clearly	O
POISON	O
to	O
so	O
many	O
people	O
and	O
perhaps	O
there	O
is	O
good	O
reason	O
to	O
take	O
Pfizer	O
to	O
the	O
courts	O
.	O

However	O
I	O
do	O
believe	O
that	O
any	O
Doctor	O
prescribing	O
Lipitor	B-Drug
should	O
make	O
it	O
abundantly	O
clear	O
to	O
the	O
patient	O
that	O
very	O
serious	O
consequences	O
could	O
ensue	O
that	O
would	O
cause	O
extreme	B-Disease
pain	I-Disease
and	O
could	O
effect	O
quality	O
of	O
life	O
.	O

I	O
believe	O
that	O
failure	O
to	O
do	O
so	O
is	O
a	O
serious	O
deriliction	O
of	O
duty	O
that	O
should	O
be	O
tested	O
with	O
complaints	O
to	O
the	O
medical	O
authorities	O
that	O
oversee	O
our	O
doctors	O
and	O
/	O
or	O
the	O
courts	O
.	O

MUSCLE	B-Disease
PAIN	I-Disease
IN	I-Disease
LEFT	I-Disease
ARM	I-Disease
WEAK	B-Disease
FEELING	I-Disease
GENERAL	B-Disease
MALAISE	I-Disease
.	O

I	O
WOULD	O
NOT	O
RECOMMENDTHIS	O
DRUG	O
.	O

Severe	B-Disease
muscle	I-Disease
pain	I-Disease
in	I-Disease
calves	I-Disease
,	O
unable	B-Disease
to	I-Disease
run	I-Disease
at	O
all	O
even	O
though	O
I	O
'	O
ve	O
been	O
running	O
marathons	O
all	O
my	O
life	O
.	O

Felt	B-Disease
very	I-Disease
unwell	I-Disease
,	O
as	O
though	O
I	O
had	O
a	O
high	O
temperature	O
.	O

My	O
total	O
cholesterol	O
did	O
drop	O
from	O
6	O
.	O
5	O
mmol	O
/	O
l	O
to	O
3	O
.	O
6	O
but	O
my	O
HDL	O
also	O
dropped	O
to	O
below	O
1	O
mmol	O
/	O
l	O
actually	O
making	O
my	O
good	O
/	O
bad	O
cholesterol	O
ratio	O
worse	O
.	O

Because	O
I	O
felt	O
so	O
ill	O
,	O
I	O
stopped	O
taking	O
it	O
.	O

Cholesterol	O
went	O
up	O
almost	O
immediately	O
after	O
stopping	O
Lipitor	B-Drug
and	O
I	O
felt	O
great	O
again	O
and	O
was	O
able	O
to	O
run	O
again	O
.	O

A	O
year	O
later	O
I	O
tried	O
Lipitor	B-Drug
again	O
with	O
the	O
same	O
side	O
effects	O
as	O
before	O
.	O

I	O
stopped	O
taking	O
it	O
and	O
decided	O
to	O
live	O
with	O
high	O
cholesterol	O
as	O
taking	O
this	O
drug	O
made	O
my	O
life	O
not	O
worth	O
living	O
.	O

I	O
am	O
left	O
with	O
chest	B-Disease
pain	I-Disease
,	O
muscle	B-Disease
weakness	I-Disease
and	O
spasms	B-Disease
and	O
I	O
am	O
up	O
every	B-Disease
3	I-Disease
hrs	I-Disease
drinking	I-Disease
water	I-Disease
.	O

Drs	O
.	O

laugh	O
when	O
I	O
say	O
that	O
I	O
have	O
Rhabdomyolosis	B-Disease
-	O
my	O
Cpk	O
or	O
ck	O
or	O
whatever	O
it	O
is	O
is	O
fine	O
.	O

but	O
no	O
one	O
cks	O
the	O
myoglobin	O
or	O
hemoglogin	O
in	O
urine	O
.	O

I	O
'	O
m	O
desparate	O
for	O
a	O
Dr	O
in	O
Mn	O
.	O

that	O
will	O
do	O
that	O
.	O

I	O
don	O
'	O
t	O
know	O
where	O
to	O
turn	O
and	O
get	O
sicker	O
and	O
sicker	O
.	O

Am	O
afraid	O
my	O
heart	O
will	O
go	O
.	O

The	O
drug	O
gets	O
cholestorel	O
down	O
,	O
but	O
ruins	O
your	O
life	O
.	O

Severe	O
muscle	O
and	O
joint	B-Disease
pain	I-Disease
in	O
left	O
leg	O
.	O

My	O
cardiologist	O
started	O
with	O
a	O
dosage	O
of	O
80	O
mg	O
which	O
seems	O
very	O
high	O
.	O

Symptoms	O
started	O
after	O
second	O
dose	O
.	O

After	O
third	O
dose	O
pain	B-Disease
was	O
so	O
severe	O
I	O
could	B-Disease
hardly	I-Disease
move	I-Disease
.	O

I	O
stopped	O
Lipitor	B-Drug
.	O

The	O
doctor	O
recommended	O
laying	O
off	O
Lipitor	B-Drug
for	O
a	O
week	O
and	O
then	O
restarting	O
.	O

NO	O
WAY	O
!	O

The	O
pain	B-Disease
has	O
gradually	O
subsided	O
but	O
it	O
has	O
not	O
disappeared	O
over	O
a	O
period	O
of	O
several	O
months	O
.	O

This	O
stuff	O
is	O
poison	O
.	O

I	O
would	O
rather	O
take	O
my	O
chances	O
of	O
a	O
heart	B-Disease
attack	I-Disease
than	O
live	O
with	O
Lipitor	B-Drug
.	O

I	O
experienced	O
weight	B-Disease
gain	I-Disease
because	O
my	O
level	O
of	O
activity	O
has	O
dropped	O
.	O

very	O
persistent	B-Disease
dry	I-Disease
skin	I-Disease
spots	I-Disease
especially	O
on	O
my	O
legs	O
.	O

Some	O
leg	B-Disease
pains	I-Disease
at	O
first	O
,	O
reduced	O
with	O
time	O
.	O

small	O
amounts	O
of	O
gas	B-Disease
,	O
but	O
almost	O
constantly	O
.	O

I	O
experienced	O
lightheadedness	B-Disease
,	O
depression	B-Disease
,	O
short	B-Disease
term	I-Disease
memory	I-Disease
problems	I-Disease
.	O

The	O
worst	O
side	O
effects	O
by	O
far	O
were	O
the	O
severe	B-Disease
muscle	I-Disease
pains	I-Disease
and	O
cramps	B-Disease
,	O
especially	O
in	O
my	O
shins	O
,	O
front	O
of	O
my	O
thighs	O
,	O
feet	O
and	O
hands	O
.	O

I	O
noticed	O
that	O
they	O
usually	O
began	O
about	O
an	O
hour	O
after	O
taking	O
the	O
Lipitor	B-Drug
and	O
would	O
continue	O
for	O
several	O
hours	O
into	O
the	O
night	O
.	O

I	O
was	O
on	O
Lipitor	B-Drug
2	O
years	O
when	O
I	O
noticed	O
that	O
on	O
a	O
day	O
that	O
I	O
had	O
forgotten	O
to	O
take	O
it	O
,	O
that	O
I	O
didn	O
'	O
t	O
experience	O
the	O
severe	B-Disease
pains	I-Disease
.	O

I	O
experimented	O
by	O
taking	O
the	O
medication	O
one	O
night	O
and	O
then	O
not	O
taking	O
it	O
the	O
next	O
.	O

Sure	O
enough	O
,	O
every	O
night	O
I	O
took	O
the	O
medication	O
I	O
had	O
the	O
severe	B-Disease
cramps	I-Disease
/	O
pains	B-Disease
but	O
the	O
nights	O
I	O
didn	O
'	O
t	O
take	O
it	O
,	O
either	O
I	O
didn	O
'	O
t	O
experience	O
the	O
pain	B-Disease
at	O
all	O
or	O
it	O
was	O
at	O
a	O
much	O
lesser	O
degree	O
.	O

After	O
a	O
few	O
days	O
,	O
I	O
stopped	O
taking	O
Lipitor	B-Drug
for	O
a	O
2	O
week	O
period	O
and	O
noticed	O
that	O
all	O
my	O
symptoms	O
improved	O
and	O
the	O
muscle	B-Disease
pains	I-Disease
and	O
cramps	B-Disease
completely	O
resolved	O
.	O

I	O
notified	O
my	O
doctor	O
.	O

She	O
stopped	O
the	O
Lipitor	B-Drug
and	O
suggested	O
that	O
I	O
try	O
Red	B-Drug
Yeast	I-Drug
Rice	I-Drug
instead	O
.	O

It	O
has	O
given	O
good	O
results	O
with	O
no	O
side	O
effects	O
.	O

WEAK	B-Disease
MUSCLES	I-Disease
,	O
POOR	B-Disease
BALANCE	I-Disease
,	O
VERY	B-Disease
VERY	I-Disease
TIRED	I-Disease
CAN	O
'	O
T	O
WORK	O
MORE	O
THAN	O
2	O
HOURS	O
WITHOUT	O
A	O
NAP	O
.	O

taking	O
lipitor	B-Drug
for	O
1	O
year	O
.	O

four	O
months	O
ago	O
I	O
noticed	O
it	O
was	O
difficult	B-Disease
for	I-Disease
me	I-Disease
to	I-Disease
get	I-Disease
out	I-Disease
of	I-Disease
bed	I-Disease
.	O

the	O
stiffnes	B-Disease
and	I-Disease
pain	I-Disease
in	I-Disease
my	I-Disease
right	I-Disease
hip	I-Disease
got	O
worse	O
.	O

difficult	B-Disease
for	I-Disease
me	I-Disease
to	I-Disease
walk	I-Disease
down	O
the	O
stairs	O
when	O
I	O
first	O
get	O
up	O
.	O

i	O
feel	O
like	O
something	O
in	O
my	O
body	O
is	O
going	O
to	O
crack	O
if	O
I	O
move	O
the	O
wrong	O
way	O
.	O

last	O
3	O
weeks	O
symptoms	O
are	O
getting	O
worse	O
.	O

after	O
sitting	O
fo	O
a	O
while	O
,	O
it	O
is	O
difficult	O
to	O
stand	O
up	O
.	O

very	B-Disease
tired	I-Disease
and	O
sometimes	O
legs	B-Disease
are	I-Disease
restless	I-Disease
during	O
the	O
night	O
.	O

I	O
thought	O
I	O
was	O
going	O
crazy	O
or	O
had	O
MS	B-Disease
or	O
worse	O
.	O

Bless	O
you	O
for	O
this	O
web	O
site	O
.	O

I	O
stopped	O
taking	O
Lipitor	B-Drug
on	O
my	O
own	O
but	O
did	O
let	O
my	O
doctor	O
know	O
.	O

I	O
will	O
seek	O
alternative	O
treatment	O
.	O

I	O
wouldn	O
'	O
t	O
recommend	O
it	O
to	O
anyone	O
.	O

Taking	O
it	O
for	O
a	O
little	O
over	O
a	O
year	O
and	O
have	O
had	O
many	O
of	O
the	O
side	O
effects	O
to	O
some	O
degree	O
.	O

Gas	B-Disease
,	O
bloating	B-Disease
.	O

sleeplesness	B-Disease
along	O
with	O
fatigue	B-Disease
and	O
not	B-Disease
being	I-Disease
able	I-Disease
to	I-Disease
get	I-Disease
out	I-Disease
of	I-Disease
bed	I-Disease
in	I-Disease
the	I-Disease
morning	I-Disease
.	O

The	O
worst	O
is	O
muscle	B-Disease
stiffness	I-Disease
and	O
not	B-Disease
being	I-Disease
able	I-Disease
to	I-Disease
walk	I-Disease
at	O
times	O
.	O

I	O
am	O
feeling	O
like	O
an	O
old	O
lady	O
and	O
I	O
'	O
m	O
only	O
54	O
and	O
blamed	O
all	O
this	O
on	O
menopause	B-Disease
or	O
arthritis	B-Disease
.	O

Difficult	B-Disease
to	I-Disease
walk	I-Disease
up	I-Disease
and	I-Disease
down	I-Disease
the	I-Disease
steps	I-Disease
especially	O
in	O
the	O
morning	O
.	O

I	O
just	O
stopped	O
taking	O
lipitor	B-Drug
and	O
after	O
this	O
experience	O
I	O
WILL	O
adjust	O
my	O
diet	O
and	O
I	O
just	O
joined	O
the	O
gym	O
again	O
.	O

I	O
am	O
taking	O
some	O
herbs	O
to	O
detox	O
my	O
system	O
and	O
in	O
a	O
month	O
,	O
I	O
will	O
begin	O
alternative	O
treatment	O
.	O

I	O
was	O
also	O
starting	O
to	O
become	O
depressed	B-Disease
.	O

Good	O
Luck	O
to	O
all	O
of	O
you	O
.	O

Will	O
keep	O
all	O
of	O
you	O
in	O
my	O
prayers	O
.	O

No	O
side	O
effects	O
.	O

On	O
for	O
3	O
years	O
